LDR,100,245,260,506,516,653 [1],653 [2],653 [3],653 [4],653 [5],830,856
00848nas a2200229uu 4500," Testa, Carlos,  1823-1891", A Influencia Europea na Africa perante a Civilisação e as Relações Internacionaes :   Considerações ácerca do tratado de 30 de maio de 1879 denominado de «Lourenço Marques»  [electronic resource] /  Carlos Testa," Project Gutenberg,  2008", Public domain in the USA., Text, Portugal -- Colonies -- Africa, Mozambique -- History,,,, Project Gutenberg  25635, http://www.gutenberg.org/ebooks/25635
00608nas a2200217uu 4500, Tianhuazangzhuren, ???  [electronic resource] /  Tianhuazangzhuren," Project Gutenberg,  2008", Public domain in the USA., Text,,,,,, Project Gutenberg  25636, http://www.gutenberg.org/ebooks/25636
00674nas a2200217uu 4500," Fenn, George Manville,  1831-1909", The Dark House :  A Knot Unravelled  [electronic resource] /  George Manville Fenn," Project Gutenberg,  2008", Public domain in the USA., Text, Detective and mystery stories,,,,, Project Gutenberg  25637, http://www.gutenberg.org/ebooks/25637
00665nas a2200217uu 4500," Troward, T.  (Thomas),  1847-1916"," The Hidden Power, and Other Papers upon Mental Science  [electronic resource] /  T. Troward"," Project Gutenberg,  2008", Public domain in the USA., Text, New Thought,,,,, Project Gutenberg  25638, http://www.gutenberg.org/ebooks/25638
00601nas a2200217uu 4500,, Graded Memory Selections  [electronic resource] /  Various," Project Gutenberg,  2008", Public domain in the USA., Text, Children's poetry,,,,, Project Gutenberg  25639, http://www.gutenberg.org/ebooks/25639
00643nas a2200217uu 4500," Blasco Ibáñez, Vicente,  1867-1928", Los argonautas  [electronic resource] /  Vicente Blasco Ibáñez," Project Gutenberg,  2008", Public domain in the USA., Text, Spanish fiction,,,,, Project Gutenberg  25640, http://www.gutenberg.org/ebooks/25640
00761nas a2200241uu 4500," Queirós, Eça de,  1845-1900", Cartas de Inglaterra  [electronic resource] /  Eça de Queirós," Project Gutenberg,  2008", Public domain in the USA., Text, Great Britain -- Politics and government -- 19th century," Great Britain -- History -- Victoria, 1837-1901",,,, Project Gutenberg  25641, http://www.gutenberg.org/ebooks/25641
00679nas a2200217uu 4500," Morris, Charles,  1833-1922"," Historic Tales :  The Romance of Reality. Vol. 10 (of 15), Greek  [electronic resource] /  Charles Morris"," Project Gutenberg,  2008", Public domain in the USA., Text, Greece -- History,,,,, Project Gutenberg  25642, http://www.gutenberg.org/ebooks/25642
00655nas a2200217uu 4500," Browning, Elizabeth Barrett,  1806-1861", 'He Giveth His Beloved Sleep'  [electronic resource] /  Elizabeth Barrett Browning," Project Gutenberg,  2008", Public domain in the USA., Text, Poetry,,,,, Project Gutenberg  25643, http://www.gutenberg.org/ebooks/25643
00747nas a2200253uu 4500," Garrett, Randall,  1927-1987", The Man Who Hated Mars  [electronic resource] /  Randall Garrett," Project Gutenberg,  2008", Public domain in the USA., Text, Science fiction, Escapes -- Fiction, Mars (Planet) -- Fiction, Short stories,, Project Gutenberg  25644, http://www.gutenberg.org/ebooks/25644
00789nas a2200229uu 4500," Hakluyt, Richard,  -1616"," The Principal Navigations, Voyages, Traffiques and Discoveries of the English Nation — Volume 13 :   America, Part II  [electronic resource] /  Richard Hakluyt"," Project Gutenberg,  2008", Public domain in the USA., Text, Discoveries in geography -- English, Voyages and travels,,,, Project Gutenberg  25645, http://www.gutenberg.org/ebooks/25645
00830nas a2200229uu 4500," Andrews, Jane,  1833-1887"," Child's Health Primer For Primary Classes :   With Special Reference to the Effects of Alcoholic Drinks, Stimulants, and Narcotics upon The Human System  [electronic resource] /  Jane Andrews"," Project Gutenberg,  2008", Public domain in the USA., Text, Hygiene -- Juvenile literature, Physiology -- Juvenile literature,,,, Project Gutenberg  25646, http://www.gutenberg.org/ebooks/25646
00755nas a2200241uu 4500," Wilford, Florence,  1836-", Holiday Tales  [electronic resource] /  Florence Wilford," Project Gutenberg,  2008", Public domain in the USA., Text, Family life -- Juvenile fiction, Conduct of life -- Juvenile fiction,,,, Project Gutenberg  25647, http://www.gutenberg.org/ebooks/25647
00726nas a2200241uu 4500," Hale, Lucretia P.  (Lucretia Peabody),  1820-1900", The Peterkin Papers  [electronic resource] /  Lucretia P. Hale," Project Gutenberg,  2008", Public domain in the USA., Text, Family life -- Juvenile fiction, Humorous stories,,,, Project Gutenberg  25648, http://www.gutenberg.org/ebooks/25648
00658nas a2200229uu 4500, Yanxiayishi, ???  [electronic resource] /  Yanxiayishi," Project Gutenberg,  2008", Public domain in the USA., Text," Chinese fiction -- Qing dynasty, 1644-1912",,,,, Project Gutenberg  25649, http://www.gutenberg.org/ebooks/25649
00694nas a2200229uu 4500,, All About the Little Small Red Hen  [electronic resource] /  Anonymous," Project Gutenberg,  2008", Public domain in the USA., Text, Chickens -- Juvenile fiction, Picture books for children, Foxes -- Juvenile fiction,,, Project Gutenberg  25650, http://www.gutenberg.org/ebooks/25650
00828nas a2200241uu 4500," Greene, Frances Nimmo,  1850-1921", With Spurs of Gold :  Heroes of Chivalry and their Deeds  [electronic resource] /  Frances Nimmo Greene," Project Gutenberg,  2008", Public domain in the USA., Text, Knights and knighthood -- Juvenile fiction, Children -- Conduct of life -- Juvenile fiction, Conduct of life -- Juvenile fiction,,, Project Gutenberg  25651, http://www.gutenberg.org/ebooks/25651
00707nas a2200217uu 4500," Edwards, Clayton", A Treasury of Heroes and Heroines :   A Record of High Endeavour and Strange Adventure from 500 B.C. to 1920 A.D.  [electronic resource] /  Clayton Edwards," Project Gutenberg,  2008", Public domain in the USA., Text, Heroes,,,,, Project Gutenberg  25652, http://www.gutenberg.org/ebooks/25652
00894nas a2200241uu 4500," Beecher, Henry Ward,  1813-1887"," Conflict of Northern and Southern Theories of Man and Society :   Great Speech, Delivered in New York City  [electronic resource] /  Henry Ward Beecher"," Project Gutenberg,  2008", Public domain in the USA., Text, United States -- Politics and government -- 1853-1857, Slavery -- United States -- Controversial literature," Speeches, addresses, etc., American",,, Project Gutenberg  25653, http://www.gutenberg.org/ebooks/25653
00928nas a2200241uu 4500," Malory, Thomas,  Sir,  1876-1471"," Stories of King Arthur's Knights, Told to the Children by Mary MacGregor  [electronic resource] /  Thomas, Malory"," Project Gutenberg,  2008", Public domain in the USA., Text, Arthurian romances -- Adaptations," Arthur, King -- Juvenile literature",,,, Project Gutenberg  25654, http://www.gutenberg.org/ebooks/25654
00665nas a2200229uu 4500, Unknown, The Skating Party and other stories  [electronic resource] /  Unknown," Project Gutenberg,  2008", Public domain in the USA., Text, Winter -- Juvenile fiction, Children's stories,,,, Project Gutenberg  25655, http://www.gutenberg.org/ebooks/25655
00636nas a2200229uu 4500, Rita, The Mystery of a Turkish Bath  [electronic resource] /  Rita," Project Gutenberg,  2008", Public domain in the USA., Text, Dime novels, Juvenile fiction,,,, Project Gutenberg  25656, http://www.gutenberg.org/ebooks/25656
00701nas a2200229uu 4500, Unknown, Deborah Dent and Her Donkey and Madam Fig's Gala :   Two Humorous Tales  [electronic resource] /  Unknown," Project Gutenberg,  2008", Public domain in the USA., Text," Children's poetry, English", Nursery rhymes,,,, Project Gutenberg  25657, http://www.gutenberg.org/ebooks/25657
00930nas a2200241uu 4500," Ashford, Daisy,  1881-1972", Daisy Ashford :  Her Book  [electronic resource] /  Daisy Ashford," Project Gutenberg,  2008", Public domain in the USA., Text, Fiction, Short stories,,,, Project Gutenberg  25658, http://www.gutenberg.org/ebooks/25658
00863nas a2200241uu 4500, Unknown," A Week of Instruction and Amusement, :   or, Mrs. Harley's birthday present to her daughter : interspersed with short stories, outlines of sacred and prophane history, geography &c.  [electronic resource] /  Unknown"," Project Gutenberg,  2008", Public domain in the USA., Text, Children's stories, Readers (Primary), Conduct of life -- Juvenile literature,,, Project Gutenberg  25659, http://www.gutenberg.org/ebooks/25659
00667nas a2200217uu 4500," Bancroft, Jessie Hubbell,  1867-"," Games for the Playground, Home, School and Gymnasium  [electronic resource] /  Jessie Hubbell Bancroft"," Project Gutenberg,  2008", Public domain in the USA., Text, Games,,,,, Project Gutenberg  25660, http://www.gutenberg.org/ebooks/25660
00860nas a2200229uu 4500," Eggleston, Edward,  1837-1902", Duffels  [electronic resource] /  Edward Eggleston," Project Gutenberg,  2008", Public domain in the USA., Text," Short stories, American",,,,, Project Gutenberg  25661, http://www.gutenberg.org/ebooks/25661
00816nas a2200229uu 4500," Critchfield, Ammon B.,  1840-1928", A report on the feasibility and advisability of some policy to inaugurate a system of rifle practice throughout the public schools of the country  [electronic resource] /  Ammon B. Critchfield," Project Gutenberg,  2008", Public domain in the USA., Text, Shooting -- Study and teaching, Rifle practice,,,, Project Gutenberg  25662, http://www.gutenberg.org/ebooks/25662
00677nas a2200217uu 4500," Roberts, W.  (William),  1862-1940", Printers' Marks :   A Chapter in the History of Typography  [electronic resource] /  W. Roberts," Project Gutenberg,  2008", Public domain in the USA., Text, Printers' marks,,,,, Project Gutenberg  25663, http://www.gutenberg.org/ebooks/25663
00666nas a2200229uu 4500,, The Earliest Arithmetics in English  [electronic resource]," Project Gutenberg,  2008", Public domain in the USA., Text, Algorithms, Mathematics -- History, Arithmetic -- Early works to 1900,,, Project Gutenberg  25664, http://www.gutenberg.org/ebooks/25664
00705nas a2200229uu 4500," Reid, Mayne,  1818-1883", Popular Adventure Tales  [electronic resource] /  Mayne Reid," Project Gutenberg,  2008", Public domain in the USA., Text, Adventure stories,,,,, Project Gutenberg  25665, http://www.gutenberg.org/ebooks/25665
00701nas a2200241uu 4500," Read, Edward,  1818-1883", The Boy Tar  [electronic resource] /  Edward Read," Project Gutenberg,  2008", Public domain in the USA., Text, Adventure stories, Seafaring life -- Juvenile fiction, Sea stories,,, Project Gutenberg  25666, http://www.gutenberg.org/ebooks/25666
00962nas a2200301uu 4500," Shakespeare, William,  1564-1616", Hamlet :  Drama em cinco Actos  [electronic resource] /  William Shakespeare," Project Gutenberg,  2008", Public domain in the USA., Text, Princes -- Drama, Hamlet (Legendary character) -- Drama, Tragedies, Denmark -- Drama, Kings and rulers -- Succession -- Drama, Project Gutenberg  25667, http://www.gutenberg.org/ebooks/25667
00656nas a2200217uu 4500," Elfving, Betty,  1837-1923", Vuosisatojen perintö 2 :   Murrosaikana  [electronic resource] /  Betty Elfving," Project Gutenberg,  2008", Public domain in the USA., Text, Historical fiction,,,,, Project Gutenberg  25668, http://www.gutenberg.org/ebooks/25668
00664nas a2200217uu 4500," Elfving, Betty,  1837-1923", Vuosisatojen perintö 1 :   Arpaa heitettäissä  [electronic resource] /  Betty Elfving," Project Gutenberg,  2008", Public domain in the USA., Text, Historical fiction,,,,, Project Gutenberg  25669, http://www.gutenberg.org/ebooks/25669
00712nas a2200241uu 4500," Bevan, Tom,  1868-", Sea-Dogs All! :   A Tale of Forest and Sea  [electronic resource] /  Tom Bevan," Project Gutenberg,  2008", Public domain in the USA., Text, Sea stories, Historical fiction, Adventure stories,,, Project Gutenberg  25670, http://www.gutenberg.org/ebooks/25670
01066nas a2200253uu 4500," Harte, Bret,  1836-1902", Bocetos californianos  [electronic resource] /  Bret Harte," Project Gutenberg,  2008", Public domain in the USA., Text, Short stories, Western stories, California -- Social life and customs -- Fiction,,, Project Gutenberg  25671, http://www.gutenberg.org/ebooks/25671
00741nas a2200217uu 4500," Butterworth, Hezekiah,  1839-1905", In The Boyhood of Lincoln :   A Tale of the Tunker Schoolmaster and the Times of Black Hawk  [electronic resource] /  Hezekiah Butterworth," Project Gutenberg,  2008", Public domain in the USA., Text," Lincoln, Abraham, 1809-1865 -- Fiction",,,,, Project Gutenberg  25672, http://www.gutenberg.org/ebooks/25672
00677nas a2200217uu 4500," Morris, Charles,  1833-1922"," Historic Tales :  The Romance of Reality. Vol. 11 (of 15), Roman  [electronic resource] /  Charles Morris"," Project Gutenberg,  2008", Public domain in the USA., Text, Rome -- History,,,,, Project Gutenberg  25673, http://www.gutenberg.org/ebooks/25673
00760nas a2200229uu 4500,, USAF Fact Sheet 95-03 :   Unidentified Flying Objects and Air Force Project Blue Book  [electronic resource] /  United States. Air Force," Project Gutenberg,  2008", Public domain in the USA., Text, Project Blue Book (U.S.), Unidentified flying objects,,,, Project Gutenberg  25674, http://www.gutenberg.org/ebooks/25674
00800nas a2200229uu 4500,," Northern Nut Growers Association Report of the Proceedings at the Fourteenth Annual Meeting :   Washington D.C. September 26, 27 and 28 1923  [electronic resource]"," Project Gutenberg,  2008", Public domain in the USA., Text, Northern Nut Growers Association -- Periodicals, Nuts -- Periodicals, Nut trees -- Periodicals,,, Project Gutenberg  25675, http://www.gutenberg.org/ebooks/25675
00631nas a2200205uu 4500,," Punch, or the London Charivari, Vol. 146, June 3, 1914  [electronic resource] /  Various"," Project Gutenberg,  2008", Public domain in the USA., Text, English wit and humor -- Periodicals,,,,, Project Gutenberg  25676, http://www.gutenberg.org/ebooks/25676
00757nas a2200229uu 4500," Flandrau, Charles E.  (Charles Eugene),  1828-1903", The History of Minnesota and Tales of the Frontier  [electronic resource] /  Charles E. Flandrau," Project Gutenberg,  2008", Public domain in the USA., Text, Minnesota -- History, Frontier and pioneer life -- Minnesota,,,, Project Gutenberg  25677, http://www.gutenberg.org/ebooks/25677
00756nas a2200241uu 4500," Ruskin, John,  1819-1900", On the Old Road Vol. 1 (of 2) :   A Collection of Miscellaneous Essays and Articles on Art and Literature  [electronic resource] /  John Ruskin," Project Gutenberg,  2008", Public domain in the USA., Text, Essays, Art, Literature,,, Project Gutenberg  25678, http://www.gutenberg.org/ebooks/25678
00604nas a2200217uu 4500," Onkel Adam,  1804-1889", Puulusikka  [electronic resource] /  Onkel Adam," Project Gutenberg,  2008", Public domain in the USA., Text, Fiction,,,,, Project Gutenberg  25679, http://www.gutenberg.org/ebooks/25679
00790nas a2200241uu 4500," Pope, Alexander,  1688-1744", La boucle de cheveux enlevée :   Poème héroïcomique de Monsieur Pope  [electronic resource] /  Alexander Pope," Project Gutenberg,  2008", Public domain in the USA., Text, Poetry -- Early works to 1800,,,,, Project Gutenberg  25680, http://www.gutenberg.org/ebooks/25680
